GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,CNECTA,NECTADIV,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,ASN1E001,NAME_M,ASN1M001
"G20053225","2019-2023","KS",,,"Kansas","20",,,"Osawatomie city","53225",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2053225",,,"2053225","Osawatomie city, Kansas",4244,"Osawatomie city, Kansas",27
"G20053325","2019-2023","KS",,,"Kansas","20",,,"Osborne city","53325",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2053325",,,"2053325","Osborne city, Kansas",1496,"Osborne city, Kansas",162
"G20053375","2019-2023","KS",,,"Kansas","20",,,"Oskaloosa city","53375",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2053375",,,"2053375","Oskaloosa city, Kansas",1172,"Oskaloosa city, Kansas",287
"G20053450","2019-2023","KS",,,"Kansas","20",,,"Oswego city","53450",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2053450",,,"2053450","Oswego city, Kansas",1770,"Oswego city, Kansas",226
"G20053525","2019-2023","KS",,,"Kansas","20",,,"Otis city","53525",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2053525",,,"2053525","Otis city, Kansas",434,"Otis city, Kansas",155
"G20053550","2019-2023","KS",,,"Kansas","20",,,"Ottawa city","53550",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2053550",,,"2053550","Ottawa city, Kansas",12632,"Ottawa city, Kansas",20
"G20053725","2019-2023","KS",,,"Kansas","20",,,"Overbrook city","53725",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2053725",,,"2053725","Overbrook city, Kansas",1015,"Overbrook city, Kansas",198
"G20053775","2019-2023","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2053775",,,"2053775","Overland Park city, Kansas",197199,"Overland Park city, Kansas",94
"G20053850","2019-2023","KS",,,"Kansas","20",,,"Oxford city","53850",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2053850",,,"2053850","Oxford city, Kansas",892,"Oxford city, Kansas",149
"G20053925","2019-2023","KS",,,"Kansas","20",,,"Ozawkie city","53925",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2053925",,,"2053925","Ozawkie city, Kansas",599,"Ozawkie city, Kansas",146
"G20054125","2019-2023","KS",,,"Kansas","20",,,"Palco city","54125",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2054125",,,"2054125","Palco city, Kansas",214,"Palco city, Kansas",77
"G20054200","2019-2023","KS",,,"Kansas","20",,,"Palmer city","54200",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2054200",,,"2054200","Palmer city, Kansas",138,"Palmer city, Kansas",46
"G20054250","2019-2023","KS",,,"Kansas","20",,,"Paola city","54250",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2054250",,,"2054250","Paola city, Kansas",5757,"Paola city, Kansas",17
"G20054325","2019-2023","KS",,,"Kansas","20",,,"Paradise city","54325",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2054325",,,"2054325","Paradise city, Kansas",35,"Paradise city, Kansas",26
"G20054400","2019-2023","KS",,,"Kansas","20",,,"Park city","54400",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2054400",,,"2054400","Park city, Kansas",79,"Park city, Kansas",30
"G20054450","2019-2023","KS",,,"Kansas","20",,,"Park City city","54450",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2054450",,,"2054450","Park City city, Kansas",7726,"Park City city, Kansas",518
"G20054500","2019-2023","KS",,,"Kansas","20",,,"Parker city","54500",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2054500",,,"2054500","Parker city, Kansas",336,"Parker city, Kansas",116
"G20054560","2019-2023","KS",,,"Kansas","20",,,"Parkerfield city","54560",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2054560",,,"2054560","Parkerfield city, Kansas",545,"Parkerfield city, Kansas",135
"G20054575","2019-2023","KS",,,"Kansas","20",,,"Parkerville city","54575",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2054575",,,"2054575","Parkerville city, Kansas",76,"Parkerville city, Kansas",53
"G20054675","2019-2023","KS",,,"Kansas","20",,,"Parsons city","54675",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2054675",,,"2054675","Parsons city, Kansas",9482,"Parsons city, Kansas",22
"G20054700","2019-2023","KS",,,"Kansas","20",,,"Partridge city","54700",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2054700",,,"2054700","Partridge city, Kansas",181,"Partridge city, Kansas",68
"G20054875","2019-2023","KS",,,"Kansas","20",,,"Pawnee Rock city","54875",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2054875",,,"2054875","Pawnee Rock city, Kansas",293,"Pawnee Rock city, Kansas",109
"G20054950","2019-2023","KS",,,"Kansas","20",,,"Paxico city","54950",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2054950",,,"2054950","Paxico city, Kansas",231,"Paxico city, Kansas",79
"G20055100","2019-2023","KS",,,"Kansas","20",,,"Peabody city","55100",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2055100",,,"2055100","Peabody city, Kansas",1152,"Peabody city, Kansas",193
"G20055175","2019-2023","KS",,,"Kansas","20",,,"Peck CDP","55175",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2055175",,,"2055175","Peck CDP, Kansas",98,"Peck CDP, Kansas",127
"G20055225","2019-2023","KS",,,"Kansas","20",,,"Penalosa city","55225",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2055225",,,"2055225","Penalosa city, Kansas",3,"Penalosa city, Kansas",6
"G20055450","2019-2023","KS",,,"Kansas","20",,,"Perry city","55450",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2055450",,,"2055450","Perry city, Kansas",1085,"Perry city, Kansas",267
"G20055525","2019-2023","KS",,,"Kansas","20",,,"Peru city","55525",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2055525",,,"2055525","Peru city, Kansas",165,"Peru city, Kansas",80
"G20055675","2019-2023","KS",,,"Kansas","20",,,"Phillipsburg city","55675",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2055675",,,"2055675","Phillipsburg city, Kansas",2132,"Phillipsburg city, Kansas",191
"G20055750","2019-2023","KS",,,"Kansas","20",,,"Piedmont CDP","55750",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2055750",,,"2055750","Piedmont CDP, Kansas",38,"Piedmont CDP, Kansas",27
"G20055775","2019-2023","KS",,,"Kansas","20",,,"Pierceville CDP","55775",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2055775",,,"2055775","Pierceville CDP, Kansas",0,"Pierceville CDP, Kansas",11
"G20055875","2019-2023","KS",,,"Kansas","20",,,"Pilsen CDP","55875",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2055875",,,"2055875","Pilsen CDP, Kansas",29,"Pilsen CDP, Kansas",30
"G20056000","2019-2023","KS",,,"Kansas","20",,,"Piqua CDP","56000",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2056000",,,"2056000","Piqua CDP, Kansas",72,"Piqua CDP, Kansas",52
"G20056025","2019-2023","KS",,,"Kansas","20",,,"Pittsburg city","56025",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2056025",,,"2056025","Pittsburg city, Kansas",20606,"Pittsburg city, Kansas",37
"G20056100","2019-2023","KS",,,"Kansas","20",,,"Plains city","56100",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2056100",,,"2056100","Plains city, Kansas",1308,"Plains city, Kansas",241
"G20056150","2019-2023","KS",,,"Kansas","20",,,"Plainville city","56150",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2056150",,,"2056150","Plainville city, Kansas",1766,"Plainville city, Kansas",164
"G20056450","2019-2023","KS",,,"Kansas","20",,,"Pleasanton city","56450",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2056450",,,"2056450","Pleasanton city, Kansas",1434,"Pleasanton city, Kansas",284
"G20056725","2019-2023","KS",,,"Kansas","20",,,"Plevna city","56725",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2056725",,,"2056725","Plevna city, Kansas",116,"Plevna city, Kansas",46
"G20057000","2019-2023","KS",,,"Kansas","20",,,"Pomona city","57000",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2057000",,,"2057000","Pomona city, Kansas",1210,"Pomona city, Kansas",300
"G20057100","2019-2023","KS",,,"Kansas","20",,,"Portis city","57100",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2057100",,,"2057100","Portis city, Kansas",94,"Portis city, Kansas",44
"G20057300","2019-2023","KS",,,"Kansas","20",,,"Potwin city","57300",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2057300",,,"2057300","Potwin city, Kansas",562,"Potwin city, Kansas",177
"G20057350","2019-2023","KS",,,"Kansas","20",,,"Powhattan city","57350",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2057350",,,"2057350","Powhattan city, Kansas",89,"Powhattan city, Kansas",42
"G20057525","2019-2023","KS",,,"Kansas","20",,,"Prairie View city","57525",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2057525",,,"2057525","Prairie View city, Kansas",156,"Prairie View city, Kansas",85
"G20057575","2019-2023","KS",,,"Kansas","20",,,"Prairie Village city","57575",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2057575",,,"2057575","Prairie Village city, Kansas",22937,"Prairie Village city, Kansas",39
"G20057625","2019-2023","KS",,,"Kansas","20",,,"Pratt city","57625",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2057625",,,"2057625","Pratt city, Kansas",6559,"Pratt city, Kansas",43
"G20057650","2019-2023","KS",,,"Kansas","20",,,"Prescott city","57650",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2057650",,,"2057650","Prescott city, Kansas",275,"Prescott city, Kansas",94
"G20057675","2019-2023","KS",,,"Kansas","20",,,"Preston city","57675",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2057675",,,"2057675","Preston city, Kansas",127,"Preston city, Kansas",60
"G20057700","2019-2023","KS",,,"Kansas","20",,,"Pretty Prairie city","57700",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2057700",,,"2057700","Pretty Prairie city, Kansas",553,"Pretty Prairie city, Kansas",122
"G20057725","2019-2023","KS",,,"Kansas","20",,,"Princeton city","57725",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2057725",,,"2057725","Princeton city, Kansas",208,"Princeton city, Kansas",80
"G20057850","2019-2023","KS",,,"Kansas","20",,,"Protection city","57850",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2057850",,,"2057850","Protection city, Kansas",504,"Protection city, Kansas",111
"G20058100","2019-2023","KS",,,"Kansas","20",,,"Quenemo city","58100",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2058100",,,"2058100","Quenemo city, Kansas",375,"Quenemo city, Kansas",115
"G20058250","2019-2023","KS",,,"Kansas","20",,,"Quinter city","58250",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2058250",,,"2058250","Quinter city, Kansas",951,"Quinter city, Kansas",104
"G20058300","2019-2023","KS",,,"Kansas","20",,,"Radium city","58300",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2058300",,,"2058300","Radium city, Kansas",13,"Radium city, Kansas",11
"G20058325","2019-2023","KS",,,"Kansas","20",,,"Radley CDP","58325",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2058325",,,"2058325","Radley CDP, Kansas",123,"Radley CDP, Kansas",115
"G20058375","2019-2023","KS",,,"Kansas","20",,,"Ramona city","58375",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2058375",,,"2058375","Ramona city, Kansas",77,"Ramona city, Kansas",32
"G20058450","2019-2023","KS",,,"Kansas","20",,,"Randall city","58450",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2058450",,,"2058450","Randall city, Kansas",208,"Randall city, Kansas",81
"G20058475","2019-2023","KS",,,"Kansas","20",,,"Randolph city","58475",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2058475",,,"2058475","Randolph city, Kansas",182,"Randolph city, Kansas",78
"G20058500","2019-2023","KS",,,"Kansas","20",,,"Ransom city","58500",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2058500",,,"2058500","Ransom city, Kansas",261,"Ransom city, Kansas",67
"G20058525","2019-2023","KS",,,"Kansas","20",,,"Rantoul city","58525",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2058525",,,"2058525","Rantoul city, Kansas",114,"Rantoul city, Kansas",38
"G20058550","2019-2023","KS",,,"Kansas","20",,,"Raymond city","58550",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2058550",,,"2058550","Raymond city, Kansas",126,"Raymond city, Kansas",54
"G20058600","2019-2023","KS",,,"Kansas","20",,,"Reading city","58600",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2058600",,,"2058600","Reading city, Kansas",195,"Reading city, Kansas",71
"G20058725","2019-2023","KS",,,"Kansas","20",,,"Redfield city","58725",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2058725",,,"2058725","Redfield city, Kansas",97,"Redfield city, Kansas",60
"G20059000","2019-2023","KS",,,"Kansas","20",,,"Republic city","59000",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2059000",,,"2059000","Republic city, Kansas",144,"Republic city, Kansas",58
"G20059050","2019-2023","KS",,,"Kansas","20",,,"Reserve city","59050",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2059050",,,"2059050","Reserve city, Kansas",85,"Reserve city, Kansas",57
"G20059125","2019-2023","KS",,,"Kansas","20",,,"Rexford city","59125",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2059125",,,"2059125","Rexford city, Kansas",150,"Rexford city, Kansas",70
"G20059200","2019-2023","KS",,,"Kansas","20",,,"Richfield city","59200",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2059200",,,"2059200","Richfield city, Kansas",19,"Richfield city, Kansas",12
"G20059675","2019-2023","KS",,,"Kansas","20",,,"Richmond city","59675",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2059675",,,"2059675","Richmond city, Kansas",504,"Richmond city, Kansas",160
"G20059875","2019-2023","KS",,,"Kansas","20",,,"Riley city","59875",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2059875",,,"2059875","Riley city, Kansas",826,"Riley city, Kansas",192
"G20059975","2019-2023","KS",,,"Kansas","20",,,"Ringo CDP","59975",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2059975",,,"2059975","Ringo CDP, Kansas",57,"Ringo CDP, Kansas",34
"G20060200","2019-2023","KS",,,"Kansas","20",,,"Riverton CDP","60200",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2060200",,,"2060200","Riverton CDP, Kansas",683,"Riverton CDP, Kansas",274
"G20060325","2019-2023","KS",,,"Kansas","20",,,"Robinson city","60325",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2060325",,,"2060325","Robinson city, Kansas",180,"Robinson city, Kansas",53
"G20060400","2019-2023","KS",,,"Kansas","20",,,"Rock CDP","60400",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2060400",,,"2060400","Rock CDP, Kansas",123,"Rock CDP, Kansas",78
"G20060825","2019-2023","KS",,,"Kansas","20",,,"Roeland Park city","60825",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2060825",,,"2060825","Roeland Park city, Kansas",6800,"Roeland Park city, Kansas",34
"G20060900","2019-2023","KS",,,"Kansas","20",,,"Rolla city","60900",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2060900",,,"2060900","Rolla city, Kansas",545,"Rolla city, Kansas",137
"G20061100","2019-2023","KS",,,"Kansas","20",,,"Rosalia CDP","61100",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2061100",,,"2061100","Rosalia CDP, Kansas",179,"Rosalia CDP, Kansas",91
"G20061250","2019-2023","KS",,,"Kansas","20",,,"Rose Hill city","61250",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2061250",,,"2061250","Rose Hill city, Kansas",4353,"Rose Hill city, Kansas",194
"G20061275","2019-2023","KS",,,"Kansas","20",,,"Roseland city","61275",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2061275",,,"2061275","Roseland city, Kansas",58,"Roseland city, Kansas",39
"G20061400","2019-2023","KS",,,"Kansas","20",,,"Rossville city","61400",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2061400",,,"2061400","Rossville city, Kansas",1183,"Rossville city, Kansas",279
"G20061550","2019-2023","KS",,,"Kansas","20",,,"Roxbury CDP","61550",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2061550",,,"2061550","Roxbury CDP, Kansas",8,"Roxbury CDP, Kansas",11
"G20061600","2019-2023","KS",,,"Kansas","20",,,"Rozel city","61600",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2061600",,,"2061600","Rozel city, Kansas",111,"Rozel city, Kansas",60
"G20061775","2019-2023","KS",,,"Kansas","20",,,"Rush Center city","61775",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2061775",,,"2061775","Rush Center city, Kansas",226,"Rush Center city, Kansas",71
"G20061825","2019-2023","KS",,,"Kansas","20",,,"Russell city","61825",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2061825",,,"2061825","Russell city, Kansas",4258,"Russell city, Kansas",266
"G20061875","2019-2023","KS",,,"Kansas","20",,,"Russell Springs city","61875",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2061875",,,"2061875","Russell Springs city, Kansas",27,"Russell Springs city, Kansas",20
"G20062025","2019-2023","KS",,,"Kansas","20",,,"Sabetha city","62025",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2062025",,,"2062025","Sabetha city, Kansas",2326,"Sabetha city, Kansas",288
"G20062075","2019-2023","KS",,,"Kansas","20",,,"St. Benedict CDP","62075",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2062075",,,"2062075","St. Benedict CDP, Kansas",59,"St. Benedict CDP, Kansas",62
"G20062175","2019-2023","KS",,,"Kansas","20",,,"St. Francis city","62175",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2062175",,,"2062175","St. Francis city, Kansas",1268,"St. Francis city, Kansas",172
"G20062200","2019-2023","KS",,,"Kansas","20",,,"St. George city","62200",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2062200",,,"2062200","St. George city, Kansas",1115,"St. George city, Kansas",275
"G20062275","2019-2023","KS",,,"Kansas","20",,,"St. John city","62275",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2062275",,,"2062275","St. John city, Kansas",1247,"St. John city, Kansas",176
"G20062375","2019-2023","KS",,,"Kansas","20",,,"St. Marks CDP","62375",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2062375",,,"2062375","St. Marks CDP, Kansas",87,"St. Marks CDP, Kansas",117
"G20062400","2019-2023","KS",,,"Kansas","20",,,"St. Marys city","62400",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2062400",,,"2062400","St. Marys city, Kansas",2795,"St. Marys city, Kansas",330
"G20062500","2019-2023","KS",,,"Kansas","20",,,"St. Paul city","62500",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2062500",,,"2062500","St. Paul city, Kansas",665,"St. Paul city, Kansas",134
"G20062700","2019-2023","KS",,,"Kansas","20",,,"Salina city","62700",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2062700",,,"2062700","Salina city, Kansas",46432,"Salina city, Kansas",31
"G20063150","2019-2023","KS",,,"Kansas","20",,,"Satanta city","63150",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2063150",,,"2063150","Satanta city, Kansas",852,"Satanta city, Kansas",180
"G20063200","2019-2023","KS",,,"Kansas","20",,,"Savonburg city","63200",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2063200",,,"2063200","Savonburg city, Kansas",120,"Savonburg city, Kansas",56
"G20063275","2019-2023","KS",,,"Kansas","20",,,"Sawyer city","63275",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2063275",,,"2063275","Sawyer city, Kansas",119,"Sawyer city, Kansas",55
"G20063325","2019-2023","KS",,,"Kansas","20",,,"Scammon city","63325",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2063325",,,"2063325","Scammon city, Kansas",397,"Scammon city, Kansas",88
"G20063350","2019-2023","KS",,,"Kansas","20",,,"Scandia city","63350",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2063350",,,"2063350","Scandia city, Kansas",305,"Scandia city, Kansas",68
"G20063425","2019-2023","KS",,,"Kansas","20",,,"Schoenchen city","63425",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2063425",,,"2063425","Schoenchen city, Kansas",228,"Schoenchen city, Kansas",74
"G20063600","2019-2023","KS",,,"Kansas","20",,,"Scott City city","63600",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2063600",,,"2063600","Scott City city, Kansas",3955,"Scott City city, Kansas",341
"G20063650","2019-2023","KS",,,"Kansas","20",,,"Scottsville city","63650",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2063650",,,"2063650","Scottsville city, Kansas",20,"Scottsville city, Kansas",19
"G20063675","2019-2023","KS",,,"Kansas","20",,,"Scranton city","63675",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2063675",,,"2063675","Scranton city, Kansas",891,"Scranton city, Kansas",172
"G20063750","2019-2023","KS",,,"Kansas","20",,,"Sedan city","63750",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2063750",,,"2063750","Sedan city, Kansas",1066,"Sedan city, Kansas",142
"G20063800","2019-2023","KS",,,"Kansas","20",,,"Sedgwick city","63800",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2063800",,,"2063800","Sedgwick city, Kansas",1702,"Sedgwick city, Kansas",269
"G20063875","2019-2023","KS",,,"Kansas","20",,,"Selden city","63875",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2063875",,,"2063875","Selden city, Kansas",287,"Selden city, Kansas",74
"G20063950","2019-2023","KS",,,"Kansas","20",,,"Seneca city","63950",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2063950",,,"2063950","Seneca city, Kansas",2139,"Seneca city, Kansas",292
"G20064025","2019-2023","KS",,,"Kansas","20",,,"Severance city","64025",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2064025",,,"2064025","Severance city, Kansas",46,"Severance city, Kansas",36
"G20064050","2019-2023","KS",,,"Kansas","20",,,"Severy city","64050",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2064050",,,"2064050","Severy city, Kansas",185,"Severy city, Kansas",55
"G20064100","2019-2023","KS",,,"Kansas","20",,,"Seward city","64100",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2064100",,,"2064100","Seward city, Kansas",88,"Seward city, Kansas",40
"G20064200","2019-2023","KS",,,"Kansas","20",,,"Shallow Water CDP","64200",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2064200",,,"2064200","Shallow Water CDP, Kansas",0,"Shallow Water CDP, Kansas",11
"G20064325","2019-2023","KS",,,"Kansas","20",,,"Sharon city","64325",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2064325",,,"2064325","Sharon city, Kansas",129,"Sharon city, Kansas",34
"G20064375","2019-2023","KS",,,"Kansas","20",,,"Sharon Springs city","64375",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2064375",,,"2064375","Sharon Springs city, Kansas",837,"Sharon Springs city, Kansas",118
"G20064500","2019-2023","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2064500",,,"2064500","Shawnee city, Kansas",68175,"Shawnee city, Kansas",55
"G20065550","2019-2023","KS",,,"Kansas","20",,,"Silverdale CDP","65550",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2065550",,,"2065550","Silverdale CDP, Kansas",37,"Silverdale CDP, Kansas",31
"G20065600","2019-2023","KS",,,"Kansas","20",,,"Silver Lake city","65600",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2065600",,,"2065600","Silver Lake city, Kansas",1549,"Silver Lake city, Kansas",371
"G20065650","2019-2023","KS",,,"Kansas","20",,,"Simpson city","65650",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2065650",,,"2065650","Simpson city, Kansas",149,"Simpson city, Kansas",89
"G20065925","2019-2023","KS",,,"Kansas","20",,,"Smith Center city","65925",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2065925",,,"2065925","Smith Center city, Kansas",1585,"Smith Center city, Kansas",126
"G20066100","2019-2023","KS",,,"Kansas","20",,,"Smolan city","66100",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2066100",,,"2066100","Smolan city, Kansas",171,"Smolan city, Kansas",44
"G20066175","2019-2023","KS",,,"Kansas","20",,,"Soldier city","66175",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2066175",,,"2066175","Soldier city, Kansas",74,"Soldier city, Kansas",36
"G20066275","2019-2023","KS",,,"Kansas","20",,,"Solomon city","66275",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2066275",,,"2066275","Solomon city, Kansas",945,"Solomon city, Kansas",197
"G20066475","2019-2023","KS",,,"Kansas","20",,,"Somerset CDP","66475",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2066475",,,"2066475","Somerset CDP, Kansas",43,"Somerset CDP, Kansas",49
"G20066650","2019-2023","KS",,,"Kansas","20",,,"South Haven city","66650",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2066650",,,"2066650","South Haven city, Kansas",327,"South Haven city, Kansas",91
"G20066750","2019-2023","KS",,,"Kansas","20",,,"South Hutchinson city","66750",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2066750",,,"2066750","South Hutchinson city, Kansas",2826,"South Hutchinson city, Kansas",250
"G20066800","2019-2023","KS",,,"Kansas","20",,,"South Mound CDP","66800",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2066800",,,"2066800","South Mound CDP, Kansas",17,"South Mound CDP, Kansas",26
"G20067125","2019-2023","KS",,,"Kansas","20",,,"Spearville city","67125",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2067125",,,"2067125","Spearville city, Kansas",1054,"Spearville city, Kansas",223
"G20067175","2019-2023","KS",,,"Kansas","20",,,"Speed city","67175",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2067175",,,"2067175","Speed city, Kansas",23,"Speed city, Kansas",19
