0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
National Center for Education Statistics,National Center for Education Statistics,National Center for Education Statistics,National Center for Education Statistics,National Center for Education Statistics,National Center for Education Statistics,,,,,,,,,,,,,,,,,,,,
CCD public school data 2023-2024 school year,CCD public school data 2023-2024 school year,CCD public school data 2023-2024 school year,CCD public school data 2023-2024 school year,CCD public school data 2023-2024 school year,CCD public school data 2023-2024 school year,,,,,,,,,,,,,,,,,,,,
The file contains (1348) records based on your search.,The file contains (1348) records based on your search.,The file contains (1348) records based on your search.,The file contains (1348) records based on your search.,The file contains (1348) records based on your search.,The file contains (1348) records based on your search.,,,,,,,,,,,,,,,,,,,,
"NOTES:[ † ] indicates that the data are not applicable.[ – ] indicates that the data are missing.[ ‡ ] indicates that the data do not meet NCES data quality standards.SEARCH CRITERIA: State: ""Kansas"" - School Description: ""Regular, Special Education, Vocational, Other/Alternative""","NOTES:[ † ] indicates that the data are not applicable.[ – ] indicates that the data are missing.[ ‡ ] indicates that the data do not meet NCES data quality standards.SEARCH CRITERIA: State: ""Kansas"" - School Description: ""Regular, Special Education, Vocational, Other/Alternative""","NOTES:[ † ] indicates that the data are not applicable.[ – ] indicates that the data are missing.[ ‡ ] indicates that the data do not meet NCES data quality standards.SEARCH CRITERIA: State: ""Kansas"" - School Description: ""Regular, Special Education, Vocational, Other/Alternative""","NOTES:[ † ] indicates that the data are not applicable.[ – ] indicates that the data are missing.[ ‡ ] indicates that the data do not meet NCES data quality standards.SEARCH CRITERIA: State: ""Kansas"" - School Description: ""Regular, Special Education, Vocational, Other/Alternative""","NOTES:[ † ] indicates that the data are not applicable.[ – ] indicates that the data are missing.[ ‡ ] indicates that the data do not meet NCES data quality standards.SEARCH CRITERIA: State: ""Kansas"" - School Description: ""Regular, Special Education, Vocational, Other/Alternative""","NOTES:[ † ] indicates that the data are not applicable.[ – ] indicates that the data are missing.[ ‡ ] indicates that the data do not meet NCES data quality standards.SEARCH CRITERIA: State: ""Kansas"" - School Description: ""Regular, Special Education, Vocational, Other/Alternative""",,,,,,,,,,,,,,,,,,,,
"NCES is not responsible for the manner in which this data is presented. This data is provided as an extra service to the user. To download full CCD datasets, please go to the CCD home page. http://nces.ed.gov/ccd","NCES is not responsible for the manner in which this data is presented. This data is provided as an extra service to the user. To download full CCD datasets, please go to the CCD home page. http://nces.ed.gov/ccd","NCES is not responsible for the manner in which this data is presented. This data is provided as an extra service to the user. To download full CCD datasets, please go to the CCD home page. http://nces.ed.gov/ccd","NCES is not responsible for the manner in which this data is presented. This data is provided as an extra service to the user. To download full CCD datasets, please go to the CCD home page. http://nces.ed.gov/ccd","NCES is not responsible for the manner in which this data is presented. This data is provided as an extra service to the user. To download full CCD datasets, please go to the CCD home page. http://nces.ed.gov/ccd","NCES is not responsible for the manner in which this data is presented. This data is provided as an extra service to the user. To download full CCD datasets, please go to the CCD home page. http://nces.ed.gov/ccd",,,,,,,,,,,,,,,,,,,,
NCES School ID,State School ID,NCES District ID,State District ID,Low Grade,High Grade,School Name,District,County Name,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code,Locale,Charter,Students,Teachers,Student Teacher Ratio,Free Lunch,Reduced Lunch,Directly Certified,Type,Status
200330002176,KS-D0506-8657,2003300,KS-D0506,06,12,Labette County Virtual School,Labette County,Labette County,PO Box 189,Altamont,KS,67330,,(620)784-5326,42,"Rural, Distant",No,25.00000,–,†,†,†,†,Regular,Open
200825000752,KS-D0362-4496,2008250,KS-D0362,PK,05,Lacygne Elem,Prairie View,Linn County,710 Walnut St.,LaCygne,KS,66040,,(913)757-4417,43,"Rural, Remote",No,229.00000,18.70000,12.2500000,106.00000,20.00000,–,Regular,Open
201071000202,KS-D0250-1304,2010710,KS-D0250,KG,05,Lakeside Elem,Pittsburg,Crawford County,709 South College,Pittsburg,KS,66762,,(620)235-3140,32,"Town, Distant",No,391.00000,28.50000,13.7200000,240.00000,30.00000,–,Regular,Open
200447001801,KS-D0272-2171,2004470,KS-D0272,PK,05,Lakeside Elementary,Waconda,Mitchell County,PO Box 46,Cawker City,KS,67430,,(785)781-4911,43,"Rural, Remote",No,142.00000,11.30000,12.5700000,64.00000,14.00000,–,Regular,Open
200447000406,KS-D0272-2176,2004470,KS-D0272,06,12,Lakeside Junior/Senior High School,Waconda,Osborne County,1306 N Morgan,Downs,KS,67437,,(785)454-3332,43,"Rural, Remote",No,135.00000,12.76000,10.5800000,66.00000,11.00000,–,Regular,Open
201200001473,KS-D0229-0756,2012000,KS-D0229,KG,05,Lakewood Elementary,Blue Valley,Johnson County,14600 Lamar Ave.,Overland Park,KS,66223,,(913)239-6500,12,"City, Midsize",No,493.00000,35.20000,14.0100000,50.00000,12.00000,–,Regular,Open
201200001700,KS-D0229-0757,2012000,KS-D0229,06,08,Lakewood Middle,Blue Valley,Johnson County,6601 Edgewater Drive,Overland Park,KS,66223,,(913)239-5800,12,"City, Midsize",No,551.00000,42.70000,12.9000000,52.00000,15.00000,–,Regular,Open
201137000519,KS-D0305-3022,2011370,KS-D0305,06,08,Lakewood Middle School,Salina,Saline County,1135 Lakewood Cir,Salina,KS,67401,,(785)309-4000,33,"Town, Remote",No,676.00000,54.49000,12.4100000,374.00000,75.00000,–,Regular,Open
200828000072,KS-D0215-0466,2008280,KS-D0215,PK,04,Lakin Elem,Lakin,Kearny County,Box 26,Lakin,KS,67860,,(620)355-6191,43,"Rural, Remote",No,249.00000,13.50000,18.4400000,117.00000,26.00000,–,Regular,Open
200828000073,KS-D0215-0468,2008280,KS-D0215,09,12,Lakin High,Lakin,Kearny County,407 N Campbell,Lakin,KS,67860,,(620)355-6411,43,"Rural, Remote",No,198.00000,14.30000,13.8500000,105.00000,13.00000,–,Regular,Open
200828001637,KS-D0215-0467,2008280,KS-D0215,05,08,Lakin Middle,Lakin,Kearny County,1201 W. Kingman,Lakin,KS,67860,,(620)355-6973,43,"Rural, Remote",No,186.00000,12.20000,15.2500000,91.00000,26.00000,–,Regular,Open
201226001688,KS-D0501-8532,2012260,KS-D0501,06,08,Landon Middle School,Topeka Public Schools,Shawnee County,731 SW Fairlawn Rd,Topeka,KS,66606,,(785)438-4220,12,"City, Midsize",No,421.00000,34.80000,12.1000000,265.00000,47.00000,–,Regular,Open
200840001730,KS-D0497-8213,2008400,KS-D0497,KG,05,Langston Hughes Elem,Lawrence,Douglas County,1101 George Williams Way,Lawrence,KS,66049,,(785)832-5890,13,"City, Small",No,544.00000,29.93000,18.1800000,65.00000,12.00000,–,Regular,Open
200834001920,KS-D0469-7423,2008340,KS-D0469,PK,03,Lansing Elementary School,Lansing,Leavenworth County,200 East Mary,Lansing,KS,66043,,(913)727-1128,31,"Town, Fringe",No,695.00000,45.62000,15.2300000,251.00000,55.00000,–,Regular,Open
200834001230,KS-D0469-7426,2008340,KS-D0469,09,12,Lansing High 9-12,Lansing,Leavenworth County,200 East Mary,Lansing,KS,66043,,(913)727-3357,41,"Rural, Fringe",No,876.00000,46.10000,19.0000000,198.00000,58.00000,–,Regular,Open
200834002107,KS-D0469-7435,2008340,KS-D0469,04,05,Lansing Intermediate School,Lansing,Leavenworth County,200 E Mary St,Lansing,KS,66043,,(913)297-0990,31,"Town, Fringe",No,337.00000,22.38000,15.0600000,107.00000,27.00000,–,Regular,Open
200834001664,KS-D0469-7420,2008340,KS-D0469,06,08,Lansing Middle 6-8,Lansing,Leavenworth County,200 E Mary St,Lansing,KS,66043,,(913)727-1197,31,"Town, Fringe",No,603.00000,43.90000,13.7400000,177.00000,45.00000,–,Regular,Open
200837001354,KS-D0495-8140,2008370,KS-D0495,06,08,Larned Middle School,Ft Larned,Pawnee County,904 Corse,Larned,KS,67550,,(620)285-8430,33,"Town, Remote",No,195.00000,18.30000,10.6600000,87.00000,16.00000,–,Regular,Open
200837001355,KS-D0495-8142,2008370,KS-D0495,09,12,Larned Sr High,Ft Larned,Pawnee County,815 Corse,Larned,KS,67550,,(620)285-2151,33,"Town, Remote",No,228.00000,21.40000,10.6500000,83.00000,21.00000,–,Regular,Open
201299000292,KS-D0259-1712,2012990,KS-D0259,PK,05,Lawrence Elem,Wichita,Sedgwick County,3440 W Maple,Wichita,KS,67213,,(316)973-9900,11,"City, Large",No,342.00000,28.40000,12.0400000,266.00000,27.00000,–,Regular,Open
200840001189,KS-D0497-8224,2008400,KS-D0497,09,12,Lawrence Free State High,Lawrence,Douglas County,4700 Overland Drive,Lawrence,KS,66049,,(785)832-6050,13,"City, Small",No,1768.00000,82.69000,21.3800000,472.00000,85.00000,–,Regular,Open
200002402104,KS-S0521-7465,2000024,KS-S0521,07,12,Lawrence Gardner High School,Department of Corrections,Shawnee County,1430 NW 25th Street,Topeka,KS,66618,,(785)746-7266,12,"City, Midsize",No,77.00000,7.00000,11.0000000,74.00000,0.00000,–,Regular,Open
200840001378,KS-D0497-8218,2008400,KS-D0497,09,12,Lawrence High,Lawrence,Douglas County,1901 Louisiana St,Lawrence,KS,66046,,(785)832-5050,13,"City, Small",No,1499.00000,77.22000,19.4100000,556.00000,95.00000,–,Regular,Open
200840001375,KS-D0497-8214,2008400,KS-D0497,06,08,Lawrence Liberty Memorial Central Mid School,Lawrence,Douglas County,1400 Massachusetts St,Lawrence,KS,66044,,(785)832-5400,13,"City, Small",No,394.00000,22.96000,17.1600000,202.00000,29.00000,–,Regular,Open
200840000876,KS-D0497-8217,2008400,KS-D0497,06,08,Lawrence Southwest Middle School,Lawrence,Douglas County,2511 Inverness Drive,Lawrence,KS,66047,,(785)832-5550,13,"City, Small",No,654.00000,41.25000,15.8500000,132.00000,28.00000,–,Regular,Open
200840001776,KS-D0497-8185,2008400,KS-D0497,KG,12,Lawrence Virtual School,Lawrence,Douglas County,110 McDonald Drive,Lawrence,KS,66044,,(785)832-5620,13,"City, Small",Yes,626.00000,21.66000,28.9000000,†,†,†,Regular,Open
200840001377,KS-D0497-8216,2008400,KS-D0497,06,08,Lawrence West Middle School,Lawrence,Douglas County,2700 Harvard Road,Lawrence,KS,66049,,(785)832-5500,13,"City, Small",No,686.00000,38.74000,17.7100000,216.00000,45.00000,–,Regular,Open
200843001157,KS-D0453-7020,2008430,KS-D0453,09,12,Leavenworth Sr High,Leavenworth,Leavenworth County,200 N 4th St,Leavenworth,KS,66048,,(913)684-1550,31,"Town, Fringe",No,1288.00000,69.00000,18.6700000,487.00000,117.00000,–,Regular,Open
200843001850,KS-D0453-7026,2008430,KS-D0453,KG,08,Leavenworth Virtual School,Leavenworth,Leavenworth County,P.O. Box 969,Leavenworth,KS,66048,,(913)684-1540,31,"Town, Fringe",No,23.00000,1.00000,23.0000000,†,†,†,Regular,Open
201200001582,KS-D0229-0773,2012000,KS-D0229,KG,05,Leawood Elementary,Blue Valley,Johnson County,2400 W. 123rd St.,Leawood,KS,66209,,(913)239-6600,21,"Suburban, Large",No,556.00000,36.20000,15.3600000,31.00000,4.00000,–,Regular,Open
201200001606,KS-D0229-0778,2012000,KS-D0229,06,08,Leawood Middle,Blue Valley,Johnson County,2410 W. 123rd St.,Leawood,KS,66209,,(913)239-5300,21,"Suburban, Large",No,490.00000,36.20000,13.5400000,33.00000,4.00000,–,Regular,Open
201281000173,KS-D0243-1134,2012810,KS-D0243,PK,05,Lebo Elem,Lebo-Waverly,Coffey County,415 N Ogden St,Lebo,KS,66856,,(620)256-6161,43,"Rural, Remote",No,145.00000,9.10000,15.9300000,55.00000,6.00000,–,Regular,Open
201281000174,KS-D0243-1136,2012810,KS-D0243,06,12,Lebo High,Lebo-Waverly,Coffey County,Box 45,Lebo,KS,66856,,(620)256-6341,43,"Rural, Remote",No,103.00000,11.40000,9.0400000,29.00000,6.00000,–,Regular,Open
201062000675,KS-D0343-4022,2010620,KS-D0343,PK,04,Lecompton Elem,Perry Public Schools,Douglas County,PO Box 108,Lecompton,KS,66050,,(785)887-6343,41,"Rural, Fringe",No,289.00000,20.00000,14.4500000,100.00000,20.00000,–,Regular,Open
200918000846,KS-D0383-5124,2009180,KS-D0383,PK,05,Lee Elem,Manhattan-Ogden,Riley County,701 Lee Street,Manhattan,KS,66502,,(785)587-2050,13,"City, Small",No,311.00000,29.50000,10.5400000,169.00000,32.00000,–,Regular,Open
201164002106,KS-D0512-8805,2011640,KS-D0512,PK,06,Lenexa Hills Elementary,Shawnee Mission Pub Sch,Johnson County,8650 Haven St,Lenexa,KS,66219,,(913)993-5700,13,"City, Small",No,311.00000,22.20000,14.0100000,98.00000,18.00000,–,Regular,Open
200561000894,KS-D0396-5411,2005610,KS-D0396,PK,05,Leonard C Seal Elem,Douglass Public Schools,Butler County,320 S Chestnut,Douglass,KS,67039,,(316)747-3350,42,"Rural, Distant",No,277.00000,21.14000,13.1000000,109.00000,16.00000,–,Regular,Open
201299000113,KS-D0259-1715,2012990,KS-D0259,KG,12,Levy Sp Ed Center,Wichita,Sedgwick County,400 N Woodchuck,Wichita,KS,67212,,(316)973-3400,11,"City, Large",No,77.00000,19.05000,4.0400000,61.00000,6.00000,–,Regular,Open
200870001479,KS-D0502-8580,2008700,KS-D0502,PK,06,Lewis Elem,Lewis,Edwards County,P O Box 97,Lewis,KS,67552,,(620)324-5547,43,"Rural, Remote",No,75.00000,10.00000,7.5000000,36.00000,12.00000,–,Regular,Open
200549000906,KS-D0232-0836,2005490,KS-D0232,06,08,Lexington Trails Middle School,De Soto,Johnson County,8800 Penner Avenue,De Soto,KS,66018,,(913)667-6260,41,"Rural, Fringe",No,385.00000,28.90000,13.3200000,100.00000,20.00000,–,Regular,Open
200873001286,KS-D0480-7732,2008730,KS-D0480,09,12,Liberal Sr High,Liberal,Seward County,P.O. Box 949,Liberal,KS,67905,,(620)604-1200,33,"Town, Remote",No,1403.00000,89.40000,15.6900000,1004.00000,177.00000,–,Regular,Open
200636001385,KS-D0499-8264,2006360,KS-D0499,03,05,Liberty Elem,Galena,Cherokee County,702 E. 7th Street,Galena,KS,66739,,(620)783-4499,41,"Rural, Fringe",No,155.00000,12.20000,12.7000000,100.00000,14.00000,–,Regular,Open
201089000841,KS-D0382-5090,2010890,KS-D0382,05,08,Liberty Middle School,Pratt,Pratt County,300 S Iuka,Pratt,KS,67124,,(620)672-4530,33,"Town, Remote",No,362.00000,22.70000,15.9500000,177.00000,32.00000,–,Regular,Open
201200001715,KS-D0229-0765,2012000,KS-D0229,PK,05,Liberty View Elementary,Blue Valley,Johnson County,14800 S. Greenwood St.,Olathe,KS,66062,,(913)239-7700,21,"Suburban, Large",No,434.00000,32.50000,13.3500000,47.00000,15.00000,–,Regular,Open
200474001122,KS-D0447-6870,2004740,KS-D0447,PK,06,Lincoln Central Elem,Cherryvale,Montgomery County,618 East 4th St.,Cherryvale,KS,67335,,(620)336-8140,42,"Rural, Distant",No,274.00000,26.10000,10.5000000,166.00000,24.00000,–,Regular,Open
200489000822,KS-D0379-4972,2004890,KS-D0379,PK,03,Lincoln Elem,Clay County,Clay County,1020 Grant,Clay Center,KS,67432,,(785)632-2156,32,"Town, Distant",No,384.00000,29.20000,13.1500000,150.00000,28.00000,–,Regular,Open
200381001505,KS-D0508-8704,2003810,KS-D0508,PK,02,Lincoln Elem,Baxter Springs,Cherokee County,801 Lincoln,Baxter Springs,KS,66713,,(620)856-3322,42,"Rural, Distant",No,233.00000,16.00000,14.5600000,131.00000,15.00000,–,Regular,Open
200001500461,KS-D0290-2648,2000015,KS-D0290,PK,05,Lincoln Elem,Ottawa,Franklin County,1102 Milner,Ottawa,KS,66067,,(785)229-8080,32,"Town, Distant",No,358.00000,29.40000,12.1800000,243.00000,40.00000,–,Regular,Open
200363000916,KS-D0402-5556,2003630,KS-D0402,PK,05,Lincoln Elem,Augusta,Butler County,1812 Cron,Augusta,KS,67010,,(316)775-5415,31,"Town, Fringe",No,307.00000,23.58000,13.0200000,125.00000,29.00000,–,Regular,Open
200702001318,KS-D0489-7946,2007020,KS-D0489,PK,05,Lincoln Elem,Hays,Ellis County,1906 Ash,Hays,KS,67601,,(785)623-2500,33,"Town, Remote",No,257.00000,17.93000,14.3300000,143.00000,23.00000,–,Regular,Open
200666001029,KS-D0428-6270,2006660,KS-D0428,PK,06,Lincoln Elem,Great Bend,Barton County,5630 Broadway,Great Bend,KS,67530,,(620)793-1503,41,"Rural, Fringe",No,239.00000,18.10000,13.2000000,120.00000,21.00000,–,Regular,Open
200789001260,KS-D0475-7606,2007890,KS-D0475,PK,05,Lincoln Elem,Geary County Schools,Geary County,300 N Lincoln,Junction City,KS,66441,,(785)717-4570,31,"Town, Fringe",No,301.00000,17.40000,17.3000000,121.00000,23.00000,–,Regular,Open
200879000486,KS-D0298-2840,2008790,KS-D0298,PK,05,Lincoln Elem,Lincoln,Lincoln County,304 South 4th,Lincoln,KS,67455,,(785)524-4487,43,"Rural, Remote",No,147.00000,9.60000,15.3100000,67.00000,12.00000,–,Regular,Open
200939000993,KS-D0418-6030,2009390,KS-D0418,PK,05,Lincoln Elem,McPherson,McPherson County,514 N Main,McPherson,KS,67460,,(620)241-9540,33,"Town, Remote",No,245.00000,20.23000,12.1100000,127.00000,21.00000,–,Regular,Open
201284000724,KS-D0353-4266,2012840,KS-D0353,KG,05,Lincoln Elem,Wellington,Sumner County,104 South F,Wellington,KS,67152,,(620)326-4360,32,"Town, Distant",No,158.00000,16.15000,9.7800000,117.00000,13.00000,–,Regular,Open
200732001886,KS-D0431-6375,2007320,KS-D0431,02,05,Lincoln Elementary,Hoisington,Barton County,515 N. Oak St.,Hoisington,KS,67544,,(620)653-4549,42,"Rural, Distant",No,194.00000,15.60000,12.4400000,97.00000,13.00000,–,Regular,Open
200627001302,KS-D0484-7832,2006270,KS-D0484,01,06,Lincoln Elementary,Fredonia,Wilson County,713 N 9th,Fredonia,KS,66736,,(620)378-4138,43,"Rural, Remote",No,261.00000,23.30000,11.2000000,117.00000,30.00000,–,Regular,Open
200879000487,KS-D0298-2842,2008790,KS-D0298,06,12,Lincoln Jr/Sr High,Lincoln,Lincoln County,PO Box 269,Lincoln,KS,67455,,(785)524-4193,43,"Rural, Remote",No,191.00000,14.40000,13.2600000,88.00000,16.00000,–,Regular,Open
200441001064,KS-D0436-6490,2004410,KS-D0436,PK,06,Lincoln Memorial Elem,Caney Valley,Montgomery County,201 E First,Caney,KS,67333,,(620)879-9240,43,"Rural, Remote",No,455.00000,28.70000,15.8500000,185.00000,46.00000,–,Regular,Open
201056001980,KS-D0503-8604,2010560,KS-D0503,PK,01,Lincoln School,Parsons,Labette County,1800 Dirr St,Parsons,KS,67357,,(620)421-3510,33,"Town, Remote",No,277.00000,17.30000,16.0100000,197.00000,27.00000,–,Regular,Open
200795001430,KS-D0500-8342,2007950,KS-D0500,KG,05,Lindbergh Elem,Kansas City,Wyandotte County,641 N 57th St,Kansas City,KS,66102,,(913)627-5150,12,"City, Midsize",No,178.00000,13.75000,12.9500000,131.00000,16.00000,–,Regular,Open
200001200096,KS-D0223-0628,2000012,KS-D0223,PK,08,Linn Elem,Barnes,Washington County,P O Box 345,Linn,KS,66953,,(785)348-5531,43,"Rural, Remote",No,176.00000,12.78000,13.7700000,57.00000,14.00000,–,Regular,Open
200558000887,KS-D0443-6688,2005580,KS-D0443,KG,05,Linn Elementary,Dodge City,Ford County,1900 W Linn St,Dodge City,KS,67801,,(620)471-2114,33,"Town, Remote",No,349.00000,12.00000,29.0800000,264.00000,37.00000,–,Regular,Open
200001200097,KS-D0223-0630,2000012,KS-D0223,09,12,Linn High,Barnes,Washington County,P O Box 345,Linn,KS,66953,,(785)348-5531,43,"Rural, Remote",No,58.00000,8.00000,7.2500000,17.00000,7.00000,–,Regular,Open
201299000295,KS-D0259-1718,2012990,KS-D0259,PK,05,Linwood Elementary,Wichita,Sedgwick County,1654 S. Hydraulic,Wichita,KS,67211,,(316)973-8100,11,"City, Large",No,438.00000,33.71000,12.9900000,361.00000,32.00000,–,Regular,Open
200378001187,KS-D0458-7170,2003780,KS-D0458,PK,05,Linwood Elementary School,Basehor-Linwood,Leavenworth County,14440 178TH Street,Bonner Springs,KS,66012,,(913)724-2323,41,"Rural, Fringe",No,252.00000,19.40000,12.9900000,46.00000,7.00000,–,Regular,Open
200888001102,KS-D0444-6728,2008880,KS-D0444,09,12,Little River High,Little River,Rice County,Box 8,Little River,KS,67457,,(620)897-6201,43,"Rural, Remote",No,79.00000,9.40000,8.4000000,18.00000,4.00000,–,Regular,Open
200888001101,KS-D0444-6726,2008880,KS-D0444,07,08,Little River Junior High,Little River,Rice County,Box 8,Little River,KS,67457,,(620)897-6201,43,"Rural, Remote",No,44.00000,3.10000,14.1900000,12.00000,1.00000,–,Regular,Open
200594000227,KS-D0253-1428,2005940,KS-D0253,PK,05,Logan Ave Elem,Emporia,Lyon County,521 South East Street,Emporia,KS,66801,,(620)341-2264,33,"Town, Remote",No,215.00000,19.00000,11.3200000,132.00000,29.00000,–,Regular,Open
200891000607,KS-D0326-3562,2008910,KS-D0326,PK,06,Logan Elem,Logan,Phillips County,Box 98,Logan,KS,67646,,(785)689-4631,43,"Rural, Remote",No,82.00000,8.00000,10.2500000,27.00000,9.00000,–,Regular,Open
201149001953,KS-D0345-4054,2011490,KS-D0345,PK,06,Logan Elementary,Seaman,Shawnee County,1124 NW Lyman Rd,Topeka,KS,66608,,(785)575-8700,12,"City, Midsize",No,592.00000,37.10000,15.9600000,327.00000,49.00000,–,Regular,Open
200891000608,KS-D0326-3564,2008910,KS-D0326,07,12,Logan High,Logan,Phillips County,Box 98,Logan,KS,67646,,(785)689-7574,43,"Rural, Remote",No,47.00000,9.00000,5.2200000,19.00000,4.00000,–,Regular,Open
200327000063,KS-D0212-0408,2003270,KS-D0212,05,08,Long Island Middle School,Northern Valley,Phillips County,P O Box 98,Long Island,KS,67647,,(785)854-7681,43,"Rural, Remote",No,38.00000,4.44000,8.5600000,22.00000,4.00000,–,Regular,Open
200897000983,KS-D0416-5972,2008970,KS-D0416,09,12,Louisburg High,Louisburg,Miami County,Box 399,Louisburg,KS,66053,,(913)837-1720,42,"Rural, Distant",No,540.00000,38.45000,14.0400000,76.00000,24.00000,–,Regular,Open
200897001638,KS-D0416-5978,2008970,KS-D0416,06,08,Louisburg Middle,Louisburg,Miami County,Box 308,Louisburg,KS,66053,,(913)837-1800,42,"Rural, Distant",No,370.00000,24.75000,14.9500000,60.00000,15.00000,–,Regular,Open
200897002153,KS-D0416-5973,2008970,KS-D0416,06,12,Louisburg Virtual Program,Louisburg,Miami County,29020 Mission Belleview Road,Louisburg,KS,66053,,(913)837-1700,42,"Rural, Distant",No,24.00000,–,†,†,†,†,Regular,Open
200795002116,KS-D0500-8408,2007950,KS-D0500,KG,05,Lowell Brune Elementary School,Kansas City,Wyandotte County,2200 N. 89th Terrace,Kansas City,KS,66109,,(913)551-3200,12,"City, Midsize",No,462.00000,30.25000,15.2700000,297.00000,50.00000,–,Regular,Open
201305001211,KS-D0465-7326,2013050,KS-D0465,KG,05,Lowell Elem,Winfield,Cowley County,1404 Millington,Winfield,KS,67156,,(620)221-5136,32,"Town, Distant",No,210.00000,16.15000,13.0000000,107.00000,8.00000,–,Regular,Open
201226001451,KS-D0501-8472,2012260,KS-D0501,PK,05,Lowman Hill Elem,Topeka Public Schools,Shawnee County,1101 SW Garfield Ave,Topeka,KS,66604,,(785)235-7060,12,"City, Midsize",No,287.00000,24.40000,11.7600000,227.00000,25.00000,–,Regular,Open
200789002061,KS-D0475-7601,2007890,KS-D0475,PK,05,LTG Richard J. Seitz Elementary,Geary County Schools,Geary County,27500 Rifle Range Rd,Ft. Riley,KS,66641,,(785)717-6500,31,"Town, Fringe",No,631.00000,36.00000,17.5300000,140.00000,144.00000,–,Regular,Open
201212002008,KS-D0299-2860,2012120,KS-D0299,PK,06,Lucas/Sylvan Elementary Unified,Sylvan Grove,Russell County,P.O. Box 8,Lucas,KS,67648,,(785)525-6244,43,"Rural, Remote",No,141.00000,11.20000,12.5900000,61.00000,10.00000,–,Regular,Open
200900001007,KS-D0421-6102,2009000,KS-D0421,PK,08,Lyndon Elem,Lyndon,Osage County,PO Box 488,Lyndon,KS,66451,,(785)828-4622,42,"Rural, Distant",No,305.00000,24.80000,12.3000000,94.00000,34.00000,–,Regular,Open
200900001008,KS-D0421-6104,2009000,KS-D0421,09,12,Lyndon High,Lyndon,Osage County,PO Box 488,Lyndon,KS,66451,,(785)828-4911,42,"Rural, Distant",No,125.00000,12.30000,10.1600000,32.00000,7.00000,–,Regular,Open
200903000927,KS-D0405-5636,2009030,KS-D0405,03,05,Lyons Central Elementary,Lyons,Rice County,501 W. Lincoln,Lyons,KS,67554,,(620)257-5612,43,"Rural, Remote",No,150.00000,13.80000,10.8700000,106.00000,4.00000,–,Regular,Open
200903000930,KS-D0405-5642,2009030,KS-D0405,09,12,Lyons High School,Lyons,Rice County,601 E American Road,Lyons,KS,67554,,(620)257-5114,43,"Rural, Remote",No,213.00000,20.50000,10.3900000,144.00000,14.00000,–,Regular,Open
200903000929,KS-D0405-5640,2009030,KS-D0405,06,08,Lyons Middle School,Lyons,Rice County,501 E American,Lyons,KS,67554,,(620)257-3961,43,"Rural, Remote",No,174.00000,18.00000,9.6700000,117.00000,15.00000,–,Regular,Open
200903000928,KS-D0405-5638,2009030,KS-D0405,PK,02,Lyons Park Elementary,Lyons,Rice County,121 S. Workman,Lyons,KS,67554,,(620)257-5624,43,"Rural, Remote",No,164.00000,19.00000,8.6300000,101.00000,5.00000,–,Regular,Open
200795001437,KS-D0500-8358,2007950,KS-D0500,PK,05,M E Pearson Elem,Kansas City,Wyandotte County,310 N 11th St,Kansas City,KS,66102,,(913)627-3150,12,"City, Midsize",No,567.00000,43.25000,13.1100000,455.00000,31.00000,–,Regular,Open
200633000048,KS-D0207-0290,2006330,KS-D0207,PK,05,MacArthur Elem,Fort Leavenworth,Leavenworth County,1 MacArthur Loop,Fort Leavenworth,KS,66027,,(913)651-6517,31,"Town, Fringe",No,431.00000,34.00000,12.6800000,5.00000,7.00000,–,Regular,Open
200873001279,KS-D0480-7718,2008730,KS-D0480,KG,05,MacArthur Elementary School,Liberal,Seward County,P.O. Box 949,Liberal,KS,67905,,(620)604-1700,33,"Town, Remote",No,377.00000,25.00000,15.0800000,249.00000,48.00000,–,Regular,Open
200906000712,KS-D0351-4196,2009060,KS-D0351,PK,06,Macksville Elem,Macksville,Stafford County,PO Box 308,Macksville,KS,67557,,(620)348-2835,43,"Rural, Remote",No,103.00000,12.30000,8.3700000,53.00000,15.00000,–,Regular,Open
200906000713,KS-D0351-4200,2009060,KS-D0351,07,12,Macksville High,Macksville,Stafford County,PO Box 307,Macksville,KS,67557,,(620)348-2475,43,"Rural, Remote",No,81.00000,13.20000,6.1400000,47.00000,12.00000,–,Regular,Open
200909000861,KS-D0386-5198,2009090,KS-D0386,PK,06,Madison Elem,Madison-Virgil,Greenwood County,Box 398,Madison,KS,66860,,(620)437-2918,43,"Rural, Remote",No,132.00000,11.35000,11.6300000,53.00000,9.00000,–,Regular,Open
200642001780,KS-D0231-0816,2006420,KS-D0231,PK,04,Madison Elementary,Gardner Edgerton,Johnson County,800 W. Madison St.,Gardner,KS,66030,,(913)856-0400,21,"Suburban, Large",No,523.00000,35.40000,14.7700000,137.00000,29.00000,–,Regular,Open
200909000862,KS-D0386-5202,2009090,KS-D0386,07,12,Madison High,Madison-Virgil,Greenwood County,P.O. Box 398,Madison,KS,66860,,(620)437-2912,43,"Rural, Remote",No,98.00000,11.53000,8.5000000,33.00000,16.00000,–,Regular,Open
201014001882,KS-D0233-2789,2010140,KS-D0233,PK,05,Madison Place Elementary,Olathe,Johnson County,16651 S. Warwick St,Olathe,KS,66062,,(913)780-7520,21,"Suburban, Large",No,388.00000,26.60000,14.5900000,73.00000,7.00000,–,Regular,Open
