0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
National Center for Education Statistics,National Center for Education Statistics,National Center for Education Statistics,National Center for Education Statistics,National Center for Education Statistics,National Center for Education Statistics,,,,,,,,,,,,,,,,,,,,
CCD public school data 2023-2024 school year,CCD public school data 2023-2024 school year,CCD public school data 2023-2024 school year,CCD public school data 2023-2024 school year,CCD public school data 2023-2024 school year,CCD public school data 2023-2024 school year,,,,,,,,,,,,,,,,,,,,
The file contains (1348) records based on your search.,The file contains (1348) records based on your search.,The file contains (1348) records based on your search.,The file contains (1348) records based on your search.,The file contains (1348) records based on your search.,The file contains (1348) records based on your search.,,,,,,,,,,,,,,,,,,,,
"NOTES:[ † ] indicates that the data are not applicable.[ – ] indicates that the data are missing.[ ‡ ] indicates that the data do not meet NCES data quality standards.SEARCH CRITERIA: State: ""Kansas"" - School Description: ""Regular, Special Education, Vocational, Other/Alternative""","NOTES:[ † ] indicates that the data are not applicable.[ – ] indicates that the data are missing.[ ‡ ] indicates that the data do not meet NCES data quality standards.SEARCH CRITERIA: State: ""Kansas"" - School Description: ""Regular, Special Education, Vocational, Other/Alternative""","NOTES:[ † ] indicates that the data are not applicable.[ – ] indicates that the data are missing.[ ‡ ] indicates that the data do not meet NCES data quality standards.SEARCH CRITERIA: State: ""Kansas"" - School Description: ""Regular, Special Education, Vocational, Other/Alternative""","NOTES:[ † ] indicates that the data are not applicable.[ – ] indicates that the data are missing.[ ‡ ] indicates that the data do not meet NCES data quality standards.SEARCH CRITERIA: State: ""Kansas"" - School Description: ""Regular, Special Education, Vocational, Other/Alternative""","NOTES:[ † ] indicates that the data are not applicable.[ – ] indicates that the data are missing.[ ‡ ] indicates that the data do not meet NCES data quality standards.SEARCH CRITERIA: State: ""Kansas"" - School Description: ""Regular, Special Education, Vocational, Other/Alternative""","NOTES:[ † ] indicates that the data are not applicable.[ – ] indicates that the data are missing.[ ‡ ] indicates that the data do not meet NCES data quality standards.SEARCH CRITERIA: State: ""Kansas"" - School Description: ""Regular, Special Education, Vocational, Other/Alternative""",,,,,,,,,,,,,,,,,,,,
"NCES is not responsible for the manner in which this data is presented. This data is provided as an extra service to the user. To download full CCD datasets, please go to the CCD home page. http://nces.ed.gov/ccd","NCES is not responsible for the manner in which this data is presented. This data is provided as an extra service to the user. To download full CCD datasets, please go to the CCD home page. http://nces.ed.gov/ccd","NCES is not responsible for the manner in which this data is presented. This data is provided as an extra service to the user. To download full CCD datasets, please go to the CCD home page. http://nces.ed.gov/ccd","NCES is not responsible for the manner in which this data is presented. This data is provided as an extra service to the user. To download full CCD datasets, please go to the CCD home page. http://nces.ed.gov/ccd","NCES is not responsible for the manner in which this data is presented. This data is provided as an extra service to the user. To download full CCD datasets, please go to the CCD home page. http://nces.ed.gov/ccd","NCES is not responsible for the manner in which this data is presented. This data is provided as an extra service to the user. To download full CCD datasets, please go to the CCD home page. http://nces.ed.gov/ccd",,,,,,,,,,,,,,,,,,,,
NCES School ID,State School ID,NCES District ID,State District ID,Low Grade,High Grade,School Name,District,County Name,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code,Locale,Charter,Students,Teachers,Student Teacher Ratio,Free Lunch,Reduced Lunch,Directly Certified,Type,Status
200843002157,KS-D0453-7047,2008430,KS-D0453,PK,KG,Earl Lawson Early Education Center,Leavenworth,Leavenworth County,820 N 5th St,Leavenworth,KS,66048,,(913)684-1570,31,"Town, Fringe",No,290.00000,19.70000,14.7200000,158.00000,36.00000,–,Regular,Open
201164001516,KS-D0512-8774,2011640,KS-D0512,PK,06,East Antioch Elem,Shawnee Mission Pub Sch,Johnson County,7342 Lowell Ave,Overland Park,KS,66204,,(913)993-3200,12,"City, Midsize",No,282.00000,21.50000,13.1200000,112.00000,31.00000,–,Regular,Open
201299000344,KS-D0259-1836,2012990,KS-D0259,09,12,East High,Wichita,Sedgwick County,2301 E Douglas,Wichita,KS,67211,,(316)973-7200,11,"City, Large",No,2338.00000,145.85000,16.0300000,1643.00000,188.00000,–,Regular,Open
200642000123,KS-D0231-0812,2006420,KS-D0231,PK,04,Edgerton Elem,Gardner Edgerton,Johnson County,Box 256,Edgerton,KS,66021,,(913)856-3500,41,"Rural, Fringe",No,145.00000,15.20000,9.5400000,41.00000,15.00000,–,Regular,Open
200639001633,KS-D0457-7115,2006390,KS-D0457,KG,04,Edith Scheuerman Elem,Garden City,Finney County,1901 Wilcox,Garden City,KS,67846,,(620)805-7350,33,"Town, Remote",No,178.00000,15.00000,11.8700000,127.00000,20.00000,–,Regular,Open
200330001497,KS-D0506-8666,2003300,KS-D0506,PK,08,Edna Elem,Labette County,Labette County,Box 220,Edna,KS,67342,,(620)922-7210,43,"Rural, Remote",No,184.00000,10.50000,17.5200000,82.00000,22.00000,–,Regular,Open
201299002063,KS-D0259-1613,2012990,KS-D0259,KG,12,Education Imagine Academy,Wichita,Sedgwick County,412 S. Main,Wichita,KS,67202,,(316)973-2000,11,"City, Large",No,538.00000,15.00000,35.8700000,†,†,†,Regular,Open
200405000032,KS-D0204-0216,2004050,KS-D0204,KG,05,Edwardsville Elem,Bonner Springs,Wyandotte County,1700 S 104th,Edwardsville,KS,66111,,(913)422-4036,21,"Suburban, Large",No,339.00000,27.30000,12.4200000,197.00000,35.00000,–,Regular,Open
200633000047,KS-D0207-0288,2006330,KS-D0207,PK,05,Eisenhower Elem,Fort Leavenworth,Leavenworth County,1 Eisenhower Circle,Fort Leavenworth,KS,66027,,(913)651-6663,31,"Town, Fringe",No,314.00000,26.50000,11.8500000,19.00000,22.00000,–,Regular,Open
200666001027,KS-D0428-6256,2006660,KS-D0428,PK,06,Eisenhower Elem,Great Bend,Barton County,1212 Garfield,Great Bend,KS,67530,,(620)793-1501,33,"Town, Remote",No,316.00000,25.70000,12.3000000,227.00000,27.00000,–,Regular,Open
200765001711,KS-D0446-6821,2007650,KS-D0446,PK,02,Eisenhower Elem,Independence,Montgomery County,501 Spruce St.,Independence,KS,67301,,(620)332-1854,33,"Town, Remote",No,353.00000,31.00000,11.3900000,234.00000,35.00000,–,Regular,Open
200789001588,KS-D0475-7598,2007890,KS-D0475,PK,05,Eisenhower Elem,Geary County Schools,Geary County,1625 St Marys Rd,Junction City,KS,66441,,(785)717-4340,31,"Town, Fringe",No,332.00000,24.00000,13.8300000,136.00000,51.00000,–,Regular,Open
201002000058,KS-D0211-0374,2010020,KS-D0211,PK,06,Eisenhower Elem,Norton Community Schools,Norton County,1100 Eisenhower Drive,Norton,KS,67654,,(785)877-5113,43,"Rural, Remote",No,404.00000,25.70000,15.7200000,193.00000,32.00000,–,Regular,Open
201284000722,KS-D0353-4260,2012840,KS-D0353,PK,05,Eisenhower Elem,Wellington,Sumner County,924 N Plum,Wellington,KS,67152,,(620)326-4340,32,"Town, Distant",No,273.00000,15.15000,18.0200000,135.00000,15.00000,–,Regular,Open
200939001026,KS-D0418-6028,2009390,KS-D0418,PK,05,Eisenhower Elementary,McPherson,McPherson County,301 E Wickersham Dr,McPherson,KS,67460,,(620)241-9430,41,"Rural, Fringe",No,263.00000,20.30000,12.9600000,59.00000,18.00000,–,Regular,Open
200654002052,KS-D0265-2073,2006540,KS-D0265,09,12,Eisenhower High School,Goddard,Sedgwick County,PO Box 789,Goddard,KS,67052,,(316)794-4190,11,"City, Large",No,988.00000,58.30000,16.9500000,191.00000,45.00000,–,Regular,Open
200873002080,KS-D0480-7736,2008730,KS-D0480,06,08,Eisenhower Middle School,Liberal,Seward County,PO Box 949,Liberal,KS,67905,,(620)604-1400,33,"Town, Remote",No,544.00000,38.30000,14.2000000,391.00000,60.00000,–,Regular,Open
201226001469,KS-D0501-8524,2012260,KS-D0501,06,08,Eisenhower Middle School,Topeka Public Schools,Shawnee County,3305 SE Minnesota Ave,Topeka,KS,66605,,(785)274-6160,12,"City, Midsize",No,427.00000,42.30000,10.0900000,334.00000,40.00000,–,Regular,Open
200573001333,KS-D0490-8002,2005730,KS-D0490,09,12,El Dorado High,El Dorado,Butler County,401 McCollum Road,El Dorado,KS,67042,,(316)322-4810,32,"Town, Distant",No,508.00000,20.30000,25.0200000,248.00000,43.00000,–,Regular,Open
200573001332,KS-D0490-8000,2005730,KS-D0490,06,08,El Dorado Middle,El Dorado,Butler County,440 E Wildcat Way,El Dorado,KS,67042,,(316)322-4820,41,"Rural, Fringe",No,425.00000,29.90000,14.2100000,248.00000,43.00000,–,Regular,Open
200573002164,KS-D0490-8012,2005730,KS-D0490,KG,12,El Dorado Virtual School,El Dorado,Butler County,124 W. Central Ave.,El Dorado,KS,67042,,(316)322-4800,32,"Town, Distant",No,10.00000,–,†,†,†,†,Regular,Open
200546000353,KS-D0260-1927,2005460,KS-D0260,PK,05,El Paso Elem,Derby,Sedgwick County,900 E Crestway,Derby,KS,67037,,(316)788-8545,21,"Suburban, Large",No,279.00000,19.40000,14.3800000,108.00000,47.00000,–,Regular,Open
200576000435,KS-D0283-2470,2005760,KS-D0283,PK,05,Elk Valley Elementary,Elk Valley,Elk County,701 Delaware,Longton,KS,67352,,(620)642-3021,43,"Rural, Remote",No,67.00000,4.75000,14.1100000,49.00000,5.00000,–,Regular,Open
200576000436,KS-D0283-2472,2005760,KS-D0283,06,12,Elk Valley High School,Elk Valley,Elk County,P O Box 87,Longton,KS,67352,,(620)642-2215,43,"Rural, Remote",No,57.00000,5.00000,11.4000000,44.00000,3.00000,–,Regular,Open
200579000080,KS-D0218-0516,2005790,KS-D0218,PK,05,Elkhart Elem,Elkhart,Morton County,PO Box 999,Elkhart,KS,67950,,(620)697-2133,43,"Rural, Remote",No,189.00000,13.20000,14.3200000,107.00000,22.00000,–,Regular,Open
200579000081,KS-D0218-0520,2005790,KS-D0218,09,12,Elkhart High,Elkhart,Morton County,PO Box 999,Elkhart,KS,67950,,(620)697-2193,43,"Rural, Remote",No,107.00000,5.70000,18.7700000,43.00000,5.00000,–,Regular,Open
200579000079,KS-D0218-0514,2005790,KS-D0218,06,08,Elkhart Middle School,Elkhart,Morton County,PO Box 999,Elkhart,KS,67950,,(620)697-2197,43,"Rural, Remote",No,87.00000,8.23000,10.5700000,43.00000,8.00000,–,Regular,Open
200580000528,KS-D0307-3082,2005800,KS-D0307,PK,06,Ell-Saline Elementary,Ell-Saline,Saline County,1757 N Halstead Rd,Salina,KS,67401,,(785)827-8891,41,"Rural, Fringe",No,226.00000,17.60000,12.8400000,80.00000,27.00000,–,Regular,Open
200580000527,KS-D0307-3080,2005800,KS-D0307,07,12,Ell-Saline Middle/High School,Ell-Saline,Saline County,P.O. Box 97,Brookville,KS,67425,,(785)914-5600,42,"Rural, Distant",No,197.00000,14.60000,13.4900000,55.00000,26.00000,–,Regular,Open
200582000732,KS-D0355-4320,2005820,KS-D0355,07,08,Ellinwood Middle School,Ellinwood Public Schools,Barton County,210 E. 2nd St.,Ellinwood,KS,67526,,(620)564-3136,42,"Rural, Distant",No,78.00000,4.55000,17.1400000,29.00000,3.00000,–,Regular,Open
200582000731,KS-D0355-4318,2005820,KS-D0355,PK,06,Ellinwood Elem,Ellinwood Public Schools,Barton County,310 E. 6th St.,Ellinwood,KS,67526,,(620)564-2750,42,"Rural, Distant",No,229.00000,16.00000,14.3100000,89.00000,17.00000,–,Regular,Open
200582000733,KS-D0355-4322,2005820,KS-D0355,09,12,Ellinwood High,Ellinwood Public Schools,Barton County,210 E 2nd,Ellinwood,KS,67526,,(620)564-3136,42,"Rural, Distant",No,153.00000,10.85000,14.1000000,46.00000,14.00000,–,Regular,Open
200585000868,KS-D0388-5238,2005850,KS-D0388,07,12,Ellis Jr/Sr High,Ellis,Ellis County,PO Box 300,Ellis,KS,67637,,(785)726-3151,43,"Rural, Remote",No,161.00000,15.10000,10.6600000,35.00000,19.00000,–,Regular,Open
200587000610,KS-D0327-3594,2005870,KS-D0327,PK,03,Ellsworth Elem,Ellsworth,Ellsworth County,110 E 3rd,Ellsworth,KS,67439,,(785)472-5554,43,"Rural, Remote",No,190.00000,15.50000,12.2600000,65.00000,14.00000,–,Regular,Open
200587000611,KS-D0327-3598,2005870,KS-D0327,07,12,Ellsworth High,Ellsworth,Ellsworth County,211 W 11th,Ellsworth,KS,67439,,(785)472-4471,43,"Rural, Remote",No,312.00000,22.50000,13.8700000,74.00000,26.00000,–,Regular,Open
201149000684,KS-D0345-4058,2011490,KS-D0345,KG,06,Elmont Elem,Seaman,Shawnee County,6432 NW Elmont Rd,Topeka,KS,66618,,(785)286-8450,41,"Rural, Fringe",No,313.00000,20.10000,15.5700000,63.00000,7.00000,–,Regular,Open
200795001395,KS-D0500-8288,2007950,KS-D0500,KG,05,Emerson Elem,Kansas City,Wyandotte County,1429 S 29th,Kansas City,KS,66106,,(913)627-5900,12,"City, Midsize",No,180.00000,15.85000,11.3600000,148.00000,13.00000,–,Regular,Open
200594000226,KS-D0253-1424,2005940,KS-D0253,09,12,Emporia High,Emporia,Lyon County,3302 W 18th Ave,Emporia,KS,66801,,(620)341-2365,33,"Town, Remote",No,1629.00000,88.40000,18.4300000,672.00000,164.00000,–,Regular,Open
200594000225,KS-D0253-1422,2005940,KS-D0253,06,08,Emporia Middle School,Emporia,Lyon County,2300 Graphic Arts Road,Emporia,KS,66801,,(620)341-2335,33,"Town, Remote",No,852.00000,64.55000,13.2000000,445.00000,86.00000,–,Regular,Open
201299001706,KS-D0259-1710,2012990,KS-D0259,PK,05,Enders STEM and Leadership Magnet,Wichita,Sedgwick County,3030 S Osage,Wichita,KS,67217,,(316)973-6750,11,"City, Large",No,426.00000,30.92000,13.7800000,331.00000,34.00000,–,Regular,Open
201299000271,KS-D0259-1660,2012990,KS-D0259,PK,05,Enterprise Elem,Wichita,Sedgwick County,3605 S Gold,Wichita,KS,67217,,(316)973-6800,11,"City, Large",No,411.00000,31.01000,13.2500000,352.00000,33.00000,–,Regular,Open
200462001250,KS-D0473-7546,2004620,KS-D0473,PK,05,Enterprise Elem,Chapman,Dickinson County,P O Box 247,Enterprise,KS,67441,,(785)263-8248,42,"Rural, Distant",No,85.00000,9.00000,9.4400000,49.00000,8.00000,–,Regular,Open
200600001946,KS-D0101-0111,2006000,KS-D0101,PK,05,Erie Elementary,Erie-Galesburg,Neosho County,410 W 3rd St,Erie,KS,66733,,(620)244-5161,43,"Rural, Remote",No,219.00000,16.00000,13.6900000,120.00000,23.00000,–,Regular,Open
200600002046,KS-D0101-0113,2006000,KS-D0101,09,12,Erie High School,Erie-Galesburg,Neosho County,PO Box 139,Erie,KS,66733,,(620)244-1000,43,"Rural, Remote",No,154.00000,13.50000,11.4100000,68.00000,8.00000,–,Regular,Open
200609001964,KS-D0491-8022,2006090,KS-D0491,PK,05,Eudora Elementary School,Eudora,Douglas County,P. O. Box 602,Eudora,KS,66025,,(785)542-4940,31,"Town, Fringe",No,719.00000,49.50000,14.5300000,229.00000,57.00000,–,Regular,Open
200609000542,KS-D0491-8023,2006090,KS-D0491,09,12,Eudora High School,Eudora,Douglas County,P. O. Box 712,Eudora,KS,66025,,(785)542-4980,41,"Rural, Fringe",No,552.00000,35.16000,15.7000000,141.00000,37.00000,–,Regular,Open
200609000874,KS-D0491-8029,2006090,KS-D0491,06,08,Eudora Middle School,Eudora,Douglas County,P.O. Box 701,Eudora,KS,66025,,(785)542-4960,31,"Town, Fringe",No,388.00000,24.34000,15.9400000,103.00000,19.00000,–,Regular,Open
200609002165,KS-D0491-8033,2006090,KS-D0491,06,12,Eudora Schools Virtual Learning,Eudora,Douglas County,POB 500,Eudora,KS,66025,,(785)542-4989,31,"Town, Fringe",No,37.00000,1.00000,37.0000000,†,†,†,Regular,Open
200618000146,KS-D0234-0898,2006180,KS-D0234,03,05,Eugene Ware Elem,Fort Scott,Bourbon County,900 E Third,Fort Scott,KS,66701,,(620)223-3380,33,"Town, Remote",No,362.00000,31.50000,11.4900000,201.00000,19.00000,–,Regular,Open
200795001410,KS-D0500-8311,2007950,KS-D0500,KG,05,Eugene Ware Elem,Kansas City,Wyandotte County,4820 Oakland,Kansas City,KS,66102,,(913)627-5950,12,"City, Midsize",No,244.00000,19.75000,12.3500000,198.00000,28.00000,–,Regular,Open
200612000873,KS-D0389-5268,2006120,KS-D0389,07,12,Eureka Jr/Sr High,Eureka,Greenwood County,815 N. Jefferson,Eureka,KS,67045,,(620)583-7428,43,"Rural, Remote",No,240.00000,23.80000,10.0800000,130.00000,16.00000,–,Regular,Open
200747001040,KS-D0430-6344,2007470,KS-D0430,05,08,Everest Middle,South Brown County,Brown County,221 South 7th,Everest,KS,66424,,(785)548-7536,43,"Rural, Remote",No,139.00000,15.10000,9.2100000,75.00000,9.00000,–,Regular,Open
200363000741,KS-D0402-5555,2003630,KS-D0402,PK,05,Ewalt Elementary,Augusta,Butler County,2340 Greyhound Drive,Augusta,KS,67010,,(316)775-0056,31,"Town, Fringe",No,322.00000,17.29000,18.6200000,142.00000,28.00000,–,Regular,Open
200654001856,KS-D0265-2035,2006540,KS-D0265,PK,04,Explorer Elementary School,Goddard,Sedgwick County,P.O. Box 217,Goddard,KS,67052,,(316)794-4181,11,"City, Large",No,420.00000,31.20000,13.4600000,99.00000,26.00000,–,Regular,Open
200795001425,KS-D0500-8329,2007950,KS-D0500,09,12,F L Schlagle High,Kansas City,Wyandotte County,2214 N 59th St,Kansas City,KS,66104,,(913)627-7500,12,"City, Midsize",No,800.00000,48.59000,16.4600000,490.00000,66.00000,–,Regular,Open
200831002025,KS-D0310-3191,2008310,KS-D0310,PK,12,Fairfield Schools,Fairfield,Reno County,16115 South Langdon Road,Langdon,KS,67583,,(620)596-2152,43,"Rural, Remote",No,273.00000,24.60000,11.1000000,121.00000,15.00000,–,Regular,Open
201014000131,KS-D0233-0852,2010140,KS-D0233,PK,05,Fairview Elem,Olathe,Johnson County,600 N Marion St,Olathe,KS,66061,,(913)780-7430,21,"Suburban, Large",No,253.00000,24.60000,10.2800000,142.00000,30.00000,–,Regular,Open
200762000531,KS-D0308-3106,2007620,KS-D0308,PK,07,Faris Elementary,Hutchinson Public Schools,Reno County,301 East 10th,Hutchinson,KS,67501,,(620)615-5000,32,"Town, Distant",No,306.00000,26.02000,11.7600000,243.00000,31.00000,–,Regular,Open
200320001935,KS-D0437-6513,2003200,KS-D0437,PK,06,Farley Elementary,Auburn-Washburn,Shawnee County,6701 SW 33rd Street,Topeka,KS,66614,,(785)408-8300,22,"Suburban, Midsize",No,624.00000,41.08000,15.1900000,200.00000,42.00000,–,Regular,Open
200498001112,KS-D0445-6772,2004980,KS-D0445,09,12,Field Kindley High,Coffeyville,Montgomery County,1110 W 8th,Coffeyville,KS,67337,,(620)252-6410,33,"Town, Remote",No,454.00000,32.10000,14.1400000,221.00000,32.00000,–,Regular,Open
201122001930,KS-D0492-8051,2011220,KS-D0492,09,12,Flinthills High School,Flinthills,Butler County,PO Box 188,Rosalia,KS,67132,,(620)476-2215,43,"Rural, Remote",No,96.00000,9.98000,9.6200000,36.00000,7.00000,–,Regular,Open
201122001338,KS-D0492-8046,2011220,KS-D0492,03,05,Flinthills Intermediate School,Flinthills,Butler County,PO Box 188,Rosalia,KS,67132,,(620)476-2218,43,"Rural, Remote",No,49.00000,4.48000,10.9400000,14.00000,5.00000,–,Regular,Open
201122001951,KS-D0492-8050,2011220,KS-D0492,06,08,Flinthills Middle School,Flinthills,Butler County,PO Box 188,Rosalia,KS,67132,,(620)476-2215,43,"Rural, Remote",No,65.00000,3.66000,17.7600000,38.00000,2.00000,–,Regular,Open
201122001337,KS-D0492-8038,2011220,KS-D0492,PK,02,Flinthills Primary School,Flinthills,Butler County,PO Box 130,Cassoday,KS,66842,,(620)735-4428,43,"Rural, Remote",No,60.00000,4.56000,13.1600000,28.00000,4.00000,–,Regular,Open
200639001600,KS-D0457-7119,2006390,KS-D0457,KG,04,Florence Wilson Elem,Garden City,Finney County,1709 Labrador Blvd,Garden City,KS,67846,,(620)805-7400,33,"Town, Remote",No,361.00000,23.50000,15.3600000,228.00000,34.00000,–,Regular,Open
201185002177,KS-D0230-1333,2011850,KS-D0230,06,08,Forest Spring Middle School,Spring Hill,Johnson County,18701 W 191st St,Spring Hill,KS,66083,,(913)592-7388,31,"Town, Fringe",No,283.00000,20.50000,13.8000000,37.00000,7.00000,–,Regular,New
201014001929,KS-D0233-9311,2010140,KS-D0233,PK,05,Forest View Elem,Olathe,Johnson County,P.O. Box 2000,Olathe,KS,66063,,(913)780-7440,21,"Suburban, Large",No,441.00000,28.40000,15.5300000,52.00000,18.00000,–,Regular,Open
200837002100,KS-D0495-8133,2008370,KS-D0495,PK,05,Fort Larned Elementary School,Ft Larned,Pawnee County,2104 Broadway,Larned,KS,67550,,(620)285-2141,33,"Town, Remote",No,441.00000,35.30000,12.4900000,230.00000,39.00000,–,Regular,Open
200789001257,KS-D0475-7600,2007890,KS-D0475,PK,05,Fort Riley Elem,Geary County Schools,Geary County,28000 Rifle Range Road,Fort Riley,KS,66442,,(785)717-4450,31,"Town, Fringe",No,370.00000,30.40000,12.1700000,77.00000,74.00000,–,Regular,Open
200789001265,KS-D0475-7616,2007890,KS-D0475,06,08,Fort Riley Middle School,Geary County Schools,Geary County,4020 First Division Rd,Fort Riley,KS,66442,,(785)717-4500,41,"Rural, Fringe",No,523.00000,45.50000,11.4900000,120.00000,115.00000,–,Regular,Open
200618000148,KS-D0234-0902,2006180,KS-D0234,06,08,Fort Scott Middle School,Fort Scott,Bourbon County,1105 E 12th St,Fort Scott,KS,66701,,(620)223-3262,33,"Town, Remote",No,392.00000,35.50000,11.0400000,205.00000,28.00000,–,Regular,Open
200618000149,KS-D0234-0904,2006180,KS-D0234,09,12,Fort Scott Sr High,Fort Scott,Bourbon County,1005 S Main,Fort Scott,KS,66701,,(620)223-0600,33,"Town, Remote",No,568.00000,41.90000,13.5600000,286.00000,43.00000,–,Regular,Open
200621000103,KS-D0225-0684,2006210,KS-D0225,PK,06,Fowler Elem,Fowler,Meade County,PO Box 170,Fowler,KS,67844,,(620)646-5234,43,"Rural, Remote",No,50.00000,4.30000,11.6300000,28.00000,4.00000,–,Regular,Open
200621000104,KS-D0225-0686,2006210,KS-D0225,07,12,Fowler High,Fowler,Meade County,PO Box 140,Fowler,KS,67844,,(620)646-5221,43,"Rural, Remote",No,24.00000,–,†,9.00000,2.00000,–,Regular,Open
200345001233,KS-D0470-7442,2003450,KS-D0470,PK,05,Frances Willard Elem,Arkansas City,Cowley County,201 N 4th,Arkansas City,KS,67005,,(620)441-2050,32,"Town, Distant",No,275.00000,14.00000,19.6400000,225.00000,14.00000,–,Regular,Open
200795001413,KS-D0500-8315,2007950,KS-D0500,KG,05,Frances Willard Elem,Kansas City,Wyandotte County,3400 Orville,Kansas City,KS,66102,,(913)627-6100,12,"City, Midsize",No,400.00000,33.85000,11.8200000,340.00000,42.00000,–,Regular,Open
200630000197,KS-D0249-1287,2006300,KS-D0249,PK,05,Frank Layden Elem,Frontenac Public Schools,Crawford County,200 E Lanyon,Frontenac,KS,66763,,(620)231-7790,32,"Town, Distant",No,471.00000,33.30000,14.1400000,192.00000,38.00000,–,Regular,Open
200795001408,KS-D0500-8308,2007950,KS-D0500,PK,05,Frank Rushton Elem,Kansas City,Wyandotte County,2605 W 43rd Avenue,Kansas City,KS,66103,,(913)627-3050,12,"City, Midsize",No,319.00000,20.25000,15.7500000,223.00000,22.00000,–,Regular,Open
200918000938,KS-D0383-5113,2009180,KS-D0383,PK,05,Frank V Bergman Elem,Manhattan-Ogden,Riley County,3430 Lombard,Manhattan,KS,66503,,(785)587-2865,13,"City, Small",No,555.00000,30.33000,18.3000000,230.00000,28.00000,–,Regular,Open
200456000832,KS-D0380-5036,2004560,KS-D0380,PK,06,Frankfort Elem,Vermillion,Marshall County,P.O. Box 203,Frankfort,KS,66427,,(785)292-4486,43,"Rural, Remote",No,191.00000,12.00000,15.9200000,39.00000,19.00000,–,Regular,Open
200456000833,KS-D0380-5038,2004560,KS-D0380,07,12,Frankfort High,Vermillion,Marshall County,P.O. Box 203,Frankfort,KS,66427,,(785)292-4486,43,"Rural, Remote",No,121.00000,12.70000,9.5300000,22.00000,12.00000,–,Regular,Open
201299000274,KS-D0259-1674,2012990,KS-D0259,PK,05,Franklin Elem,Wichita,Sedgwick County,214 S Elizabeth,Wichita,KS,67213,,(316)973-9850,11,"City, Large",No,309.00000,25.11000,12.3100000,248.00000,24.00000,–,Regular,Open
200624000042,KS-D0206-0260,2006240,KS-D0206,09,12,Frederic Remington High,Remington-Whitewater,Butler County,PO Box 243,Whitewater,KS,67154,,(316)799-2123,42,"Rural, Distant",No,162.00000,14.08000,11.5100000,49.00000,10.00000,–,Regular,Open
200627002089,KS-D0484-7821,2006270,KS-D0484,PK,KG,Fredonia Early Learning Center,Fredonia,Wilson County,713 N. 9th,Fredonia,KS,66736,,(620)378-4138,43,"Rural, Remote",No,65.00000,4.75000,13.6800000,29.00000,4.00000,–,Regular,Open
200627001304,KS-D0484-7838,2006270,KS-D0484,07,12,Fredonia Jr./Sr. High School,Fredonia,Wilson County,916 Robinson,Fredonia,KS,66736,,(620)378-4172,43,"Rural, Remote",No,294.00000,22.95000,12.8100000,122.00000,21.00000,–,Regular,Open
200627002162,KS-D0484-7822,2006270,KS-D0484,UG,UG,Fredonia Virtual Academy,Fredonia,Wilson County,300 N 6th,Fredonia,KS,66736,,(620)378-4177,43,"Rural, Remote",No,1.00000,–,†,†,†,†,Regular,Open
200705001634,KS-D0261-1960,2007050,KS-D0261,PK,05,Freeman Elem,Haysville,Sedgwick County,1731 West Grand,Haysville,KS,67060,,(316)554-2265,41,"Rural, Fringe",No,429.00000,27.20000,15.7700000,205.00000,30.00000,–,Regular,Open
200738002171,KS-D0336-3889,2007380,KS-D0336,12,12,Fresh Start (Virtual),Holton,Jackson County,501 Dakota,HOLTON,KS,66436,,(785)364-5664,42,"Rural, Distant",No,58.00000,1.00000,58.0000000,†,†,†,Regular,Open
200630001915,KS-D0249-1291,2006300,KS-D0249,06,08,Frontenac Jr. High,Frontenac Public Schools,Crawford County,208 S. Cayuga,Frontenac,KS,66763,,(620)232-6370,32,"Town, Distant",No,223.00000,17.20000,12.9700000,69.00000,16.00000,–,Regular,Open
200630001912,KS-D0249-1293,2006300,KS-D0249,09,12,Frontenac Sr. High School,Frontenac Public Schools,Crawford County,201 S. Crawford,Frontenac,KS,66763,,(620)231-7550,32,"Town, Distant",No,288.00000,18.50000,15.5700000,76.00000,23.00000,–,Regular,Open
201014001676,KS-D0233-0847,2010140,KS-D0233,06,08,Frontier Trail Middle School,Olathe,Johnson County,15300 W 143rd Street,Olathe,KS,66062,,(913)780-7210,21,"Suburban, Large",No,666.00000,49.50000,13.4500000,128.00000,48.00000,–,Regular,Open
200636001387,KS-D0499-8274,2006360,KS-D0499,09,12,Galena High,Galena,Cherokee County,702 E. 7th Street,Galena,KS,66739,,(620)783-4499,41,"Rural, Fringe",No,236.00000,15.75000,14.9800000,122.00000,20.00000,–,Regular,Open
200636001511,KS-D0499-8270,2006360,KS-D0499,06,08,Galena Middle School,Galena,Cherokee County,702 E. 7th Street,Galena,KS,66739,,(620)783-4499,41,"Rural, Fringe",No,174.00000,12.95000,13.4400000,93.00000,15.00000,–,Regular,Open
200600001932,KS-D0101-0112,2006000,KS-D0101,06,08,Galesburg Middle School,Erie-Galesburg,Neosho County,Box 147,Galesburg,KS,66740,,(620)763-2470,42,"Rural, Distant",No,89.00000,7.00000,12.7100000,53.00000,4.00000,–,Regular,Open
201299001620,KS-D0259-1677,2012990,KS-D0259,PK,05,Gammon Elem,Wichita,Sedgwick County,3240 N Rushwood,Wichita,KS,67226,,(316)973-4900,11,"City, Large",No,419.00000,31.82000,13.1700000,333.00000,23.00000,–,Regular,Open
